,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
39,v_POA,,A84D10,6,False,734881840,17,2572,3,126651582,"ventricles, preoptic alar plate",,,12,126651574,ventricles preoptic alar plate,12472,5,/15564/126651558/126651562/126651566/126651570/126651574/126651582/,636851264,8390
40,v_m2A,,00D100,5,False,734881840,17,2618,3,126651766,"ventricles, m2 alar plate",,,12,126651758,ventricles m2 alar plate,12518,5,/15564/126651558/126651722/126651754/126651758/126651766/,1029788406,8390
41,v_isR,,F38BFF,5,False,734881840,17,2625,3,126651794,"ventricles, isthmic roof plate",,,12,126651790,ventricles isthmic roof plate,12525,5,/15564/126651558/126651782/126651786/126651790/126651794/,2564214113,8390
42,m2F,,449F44,5,False,734881840,17,1300,3,16805,m2 floor plate,,,12,16790,m2 floor plate,11200,5,/15564/15565/16649/16751/16790/16805/,2814682556,8390
43,r10B,,74AE99,5,False,734881840,17,2281,3,17562,r10 basal plate,,,12,17538,r10 basal plate,12181,5,/15564/15565/16808/17352/17538/17562/,1332537260,8390
44,v_TelR,,FF9C59,6,False,734881840,17,2579,3,126651610,"ventricles, roof plate of evaginated telencephalic vesicle",,,12,126651606,ventricles roof plate of evaginated telencephalic vesicle,12479,5,/15564/126651558/126651562/126651566/126651602/126651606/126651610/,2834595084,8390
45,r6R,,8BCCFF,5,False,734881840,17,1918,3,17291,r6 roof plate,,,12,17290,r6 roof plate,11818,5,/15564/15565/16808/17220/17290/17291/,2291099158,8390
46,r9A,,75D9BF,5,False,734881840,17,2166,3,17478,r9 alar plate,,,12,17476,r9 alar plate,12066,5,/15564/15565/16808/17352/17476/17478/,2299811238,8390
47,v_r2R,,F3A4FF,5,False,734881840,17,2635,3,126651834,"ventricles, r2 roof plate",,,12,126651830,ventricles r2 roof plate,12535,5,/15564/126651558/126651782/126651786/126651830/126651834/,3709439448,8390
48,r9R,,AAE7D7,5,False,734881840,17,2165,3,17477,r9 roof plate,,,12,17476,r9 roof plate,12065,5,/15564/15565/16808/17352/17476/17477/,4196137319,8390
49,r10R,,ABE2CE,5,False,734881840,17,2246,3,17539,r10 roof plate,,,12,17538,r10 roof plate,12146,5,/15564/15565/16808/17352/17538/17539/,2990241342,8390
50,v_r1R,,F5B5FF,5,False,734881840,17,2630,3,126651814,"ventricles, r1 roof plate",,,12,126651810,ventricles r1 roof plate,12530,5,/15564/126651558/126651782/126651786/126651810/126651814/,2860998440,8390
51,v_r5B,,2C86CC,5,False,734881840,17,2654,3,126651910,"ventricles, r5 basal plate",,,12,126651898,ventricles r5 basal plate,12554,5,/15564/126651558/126651782/126651894/126651898/126651910/,2065269826,8390
52,POA,,A84D10,6,False,734881840,17,12,3,15576,preoptic alar plate,,,12,15569,preoptic alar plate,9912,5,/15564/15565/15566/15567/15568/15569/15576/,2833750127,8390
53,v_r8B,,3FAE99,5,False,734881840,17,2670,3,126651974,"ventricles, r8 basal plate",,,12,126651962,ventricles r8 basal plate,12570,5,/15564/126651558/126651782/126651938/126651962/126651974/,1010164796,8390
54,p3R,,FFF9C7,6,False,734881840,17,776,3,16311,roof plate of p3,,,12,16310,roof plate of p3,10676,5,/15564/15565/15566/16308/16309/16310/16311/,3958469186,8390
55,v_m1R,,89D889,5,False,734881840,17,2610,3,126651734,"ventricles, roof plate of m1",,,12,126651730,ventricles roof plate of m1,12510,5,/15564/126651558/126651722/126651726/126651730/126651734/,1329118552,8390
56,r6A,,5DB8FF,5,False,734881840,17,1919,3,17292,r6 alar plate,,,12,17290,r6 alar plate,11819,5,/15564/15565/16808/17220/17290/17292/,4219521751,8390
57,v_p2A,,FFED64,6,False,734881840,17,2596,3,126651678,"ventricles, alar plate of p2 (alar thalamus)",,,12,126651670,ventricles alar plate of p2 (alar thalamus),12496,5,/15564/126651558/126651562/126651634/126651666/126651670/126651678/,150833614,8390
58,r4A,,9E63FF,5,False,734881840,17,1743,3,17158,r4 alar plate,,,12,17156,r4 alar plate,11643,5,/15564/15565/16808/17092/17156/17158/,398152776,8390
59,isB,,BB2CCC,5,False,734881840,17,1386,3,16876,isthmic basal plate,,,12,16810,isthmic basal plate,11286,5,/15564/15565/16808/16809/16810/16876/,964708957,8390
60,v_r11F,,789886,5,False,734881840,17,2686,3,126652038,"ventricles, r11 floor plate",,,12,126652022,ventricles r11 floor plate,12586,5,/15564/126651558/126651782/126651938/126652022/126652038/,3293550946,8390
61,m2R,,93EC93,5,False,734881840,17,1241,3,16753,m2 roof,,,12,16752,m2 roof,11141,5,/15564/15565/16649/16751/16752/16753/,997666038,8390
62,v_r4B,,7E4FCC,5,False,734881840,17,2648,3,126651886,"ventricles, r4 basal plate",,,12,126651874,ventricles r4 basal plate,12548,5,/15564/126651558/126651782/126651850/126651874/126651886/,2794413511,8390
63,p1F,,B3A019,6,False,734881840,17,1124,3,16641,floor plate of p1,,,12,16623,floor plate of p1,11024,5,/15564/15565/15566/16308/16509/16623/16641/,1180782073,8390
64,m2A,,00D100,5,False,734881840,17,1247,3,16754,m2 alar plate,,,12,16752,m2 alar plate,11147,5,/15564/15565/16649/16751/16752/16754/,1810989639,8390
65,r9B,,5EAE99,5,False,734881840,17,2200,3,17500,r9 basal plate,,,12,17476,r9 basal plate,12100,5,/15564/15565/16808/17352/17476/17500/,1569926771,8390
66,r7R,,6EE8D4,5,False,734881840,17,2002,3,17354,r7 roof plate,,,12,17353,r7 roof plate,11902,5,/15564/15565/16808/17352/17353/17354/,321530489,8390
67,isF,,A427B3,5,False,734881840,17,1423,3,16911,isthmic floor plate,,,12,16810,isthmic floor plate,11323,5,/15564/15565/16808/16809/16810/16911/,339277483,8390
68,v_r5F,,2775B3,5,False,734881840,17,2655,3,126651914,"ventricles, r5 floor plate",,,12,126651898,ventricles r5 floor plate,12555,5,/15564/126651558/126651782/126651894/126651898/126651914/,1453406388,8390
69,v_r10F,,669886,5,False,734881840,17,2681,3,126652018,"ventricles, r10 floor plate",,,12,126652002,ventricles r10 floor plate,12581,5,/15564/126651558/126651782/126651938/126652002/126652018/,433668327,8390
70,v_THyB,,86522E,6,False,734881840,17,2575,3,126651594,"ventricles, basal part of terminal hypothalamus",,,12,126651586,ventricles basal part of terminal hypothalamus,12475,5,/15564/126651558/126651562/126651566/126651570/126651586/126651594/,3673186421,8390
71,v_r4F,,6F45B3,5,False,734881840,17,2649,3,126651890,"ventricles, r4 floor plate",,,12,126651874,ventricles r4 floor plate,12549,5,/15564/126651558/126651782/126651850/126651874/126651890/,2335695153,8390
72,SpR,,EBE3D5,3,False,734881840,17,2398,3,17652,SpC roof plate,,,12,17651,SpC roof plate,12298,5,/15564/15565/17651/17652/,3516921018,8390
73,r8R,,81E4D1,5,False,734881840,17,2086,3,17417,r8 roof plate,,,12,17416,r8 roof plate,11986,5,/15564/15565/16808/17352/17416/17417/,1639888136,8390
74,v_POR,,C35C2E,6,False,734881840,17,2571,3,126651578,"ventricles, preoptic roof plate",,,12,126651574,ventricles preoptic roof plate,12471,5,/15564/126651558/126651562/126651566/126651570/126651574/126651578/,1459239041,8390
75,v_isB,,BB2CCC,5,False,734881840,17,2627,3,126651802,"ventricles, isthmic basal plate",,,12,126651790,ventricles isthmic basal plate,12527,5,/15564/126651558/126651782/126651786/126651790/126651802/,3029485170,8390
76,r6B,,4A93CC,5,False,734881840,17,1959,3,17318,r6 basal plate,,,12,17290,r6 basal plate,11859,5,/15564/15565/16808/17220/17290/17318/,2061761350,8390
77,v_r6F,,4181B3,5,False,734881840,17,2660,3,126651934,"ventricles, r6 floor plate",,,12,126651918,ventricles r6 floor plate,12560,5,/15564/126651558/126651782/126651894/126651918/126651934/,3949679738,8390
78,r8F,,379886,5,False,734881840,17,2158,3,17475,r8 floor plate,,,12,17416,r8 floor plate,12058,5,/15564/15565/16808/17352/17416/17475/,2914863872,8390
79,v_m2F,,449F44,5,False,734881840,17,2621,3,126651778,"ventricles, m2 floor plate",,,12,126651770,ventricles m2 floor plate,12521,5,/15564/126651558/126651722/126651754/126651770/126651778/,469022326,8390
80,r8A,,4FD9BF,5,False,734881840,17,2087,3,17418,r8 alar plate,,,12,17416,r8 alar plate,11987,5,/15564/15565/16808/17352/17416/17418/,313596361,8390
81,r4R,,BA90FF,5,False,734881840,17,1742,3,17157,r4 roof plate,,,12,17156,r4 roof plate,11642,5,/15564/15565/16808/17092/17156/17157/,1689581705,8390
82,SpF,,D4CCC0,3,False,734881840,17,2484,3,17734,SpC floor plate,,,12,17651,SpC floor plate,12384,5,/15564/15565/17651/17734/,2288171233,8390
83,v_m1F,,378A37,5,False,734881840,17,2614,3,126651750,"ventricles, floor plate of m1",,,12,126651742,ventricles floor plate of m1,12514,5,/15564/126651558/126651722/126651726/126651742/126651750/,1644381169,8390
84,v_r2F,,A75AB3,5,False,734881840,17,2638,3,126651846,"ventricles, r2 floor plate",,,12,126651830,ventricles r2 floor plate,12538,5,/15564/126651558/126651782/126651786/126651830/126651846/,735198956,8390
85,p2A,,FFED64,6,False,734881840,17,853,3,16382,alar plate of p2 (alar thalamus),,,12,16376,alar plate of p2 (alar thalamus),10753,5,/15564/15565/15566/16308/16375/16376/16382/,2090378548,8390
86,p3A,,FFF4A4,6,False,734881840,17,780,3,16313,alar plate of p3 (alar prethalamus),,,12,16310,alar plate of p3 (alar prethalamus),10680,5,/15564/15565/15566/16308/16309/16310/16313/,599141115,8390
87,r3A,,9442FF,5,False,734881840,17,1658,3,17095,r3 alar plate,,,12,17093,r3 alar plate,11558,5,/15564/15565/16808/17092/17093/17095/,1663286727,8390
88,v_r1A,,EE5DFF,5,False,734881840,17,2631,3,126651818,"ventricles, r1 alar plate",,,12,126651810,ventricles r1 alar plate,12531,5,/15564/126651558/126651782/126651786/126651810/126651818/,3649631209,8390
89,v_PHyF,,AB6553,6,False,734881840,17,2584,3,126651630,"ventricles, floor of peduncular hypothalamus",,,12,126651618,ventricles floor of peduncular hypothalamus,12484,5,/15564/126651558/126651562/126651566/126651602/126651618/126651630/,2888513386,8390
90,v_p3A,,FFF4A4,6,False,734881840,17,2589,3,126651650,"ventricles, alar plate of p3 (alar prethalamus)",,,12,126651642,ventricles alar plate of p3 (alar prethalamus),12489,5,/15564/126651558/126651562/126651634/126651638/126651642/126651650/,2668372720,8390
91,v_r5R,,70C0FF,5,False,734881840,17,2652,3,126651902,"ventricles, r5 roof plate",,,12,126651898,ventricles r5 roof plate,12552,5,/15564/126651558/126651782/126651894/126651898/126651902/,2843829335,8390
92,v_r5A,,37A7FF,5,False,734881840,17,2653,3,126651906,"ventricles, r5 alar plate",,,12,126651898,ventricles r5 alar plate,12553,5,/15564/126651558/126651782/126651894/126651898/126651906/,3666790550,8390
93,PHyB,,B25B46,6,False,734881840,17,712,3,16247,basal peduncular hypothalamus,,,12,16211,basal peduncular hypothalamus,10612,5,/15564/15565/15566/15567/15738/16211/16247/,3860644493,8390
94,m1R,,89D889,5,False,734881840,17,1135,3,16652,roof plate of m1,,,12,16651,roof plate of m1,11035,5,/15564/15565/16649/16650/16651/16652/,4203970418,8390
95,r3B,,7635CC,5,False,734881840,17,1697,3,17123,r3 basal plate,,,12,17093,r3 basal plate,11597,5,/15564/15565/16808/17092/17093/17123/,1741441109,8390
96,v_r8A,,4FD9BF,5,False,734881840,17,2669,3,126651970,"ventricles, r8 alar plate",,,12,126651962,ventricles r8 alar plate,12569,5,/15564/126651558/126651782/126651938/126651962/126651970/,1143064952,8390
97,THyF,,6D4226,6,False,734881840,17,174,3,15736,floor of terminal hypothalamus,,,12,15622,floor of terminal hypothalamus,10074,5,/15564/15565/15566/15567/15568/15622/15736/,576848018,8390
98,p2F,,B3A646,6,False,734881840,17,977,3,16502,floor plate of p2,,,12,16486,floor plate of p2,10877,5,/15564/15565/15566/16308/16375/16486/16502/,3748142147,8390
99,THyB,,86522E,6,False,734881840,17,104,3,15666,basal part of terminal hypothalamus,,,12,15622,basal part of terminal hypothalamus,10004,5,/15564/15565/15566/15567/15568/15622/15666/,1716152446,8390
100,v_r8R,,81E4D1,5,False,734881840,17,2668,3,126651966,"ventricles, r8 roof plate",,,12,126651962,ventricles r8 roof plate,12568,5,/15564/126651558/126651782/126651938/126651962/126651966/,925787577,8390
101,v_r1F,,A741B3,5,False,734881840,17,2633,3,126651826,"ventricles, r1 floor plate",,,12,126651810,ventricles r1 floor plate,12533,5,/15564/126651558/126651782/126651786/126651810/126651826/,2518176290,8390
102,v_r7B,,0EAE94,5,False,734881840,17,2665,3,126651954,"ventricles, r7 basal plate",,,12,126651942,ventricles r7 basal plate,12565,5,/15564/126651558/126651782/126651938/126651942/126651954/,457519369,8390
103,p2B,,CCBE50,6,False,734881840,17,962,3,16487,basal plate of p2,,,12,16486,basal plate of p2,10862,5,/15564/15565/15566/16308/16375/16486/16487/,566734996,8390
104,v_m2R,,93EC93,5,False,734881840,17,2617,3,126651762,"ventricles, m2 roof",,,12,126651758,ventricles m2 roof,12517,5,/15564/126651558/126651722/126651754/126651758/126651762/,2488214594,8390
105,v_r4R,,BA90FF,5,False,734881840,17,2646,3,126651878,"ventricles, r4 roof plate",,,12,126651874,ventricles r4 roof plate,12546,5,/15564/126651558/126651782/126651850/126651874/126651878/,841230392,8390
106,v_p1R,,FFF6B5,6,False,734881840,17,2602,3,126651702,"ventricles, roof plate of p1",,,12,126651698,ventricles roof plate of p1,12502,5,/15564/126651558/126651562/126651634/126651694/126651698/126651702/,2958348612,8390
107,r7F,,0D9882,5,False,734881840,17,2079,3,17415,r7 floor plate,,,12,17353,r7 floor plate,11979,5,/15564/15565/16808/17352/17353/17415/,2328731189,8390
108,r11R,,CFE9DA,5,False,734881840,17,2323,3,17597,r11 roof plate,,,12,17596,r11 roof plate,12223,5,/15564/15565/16808/17352/17596/17597/,698235473,8390
109,r1A,,EE5DFF,5,False,734881840,17,1435,3,16919,r1 alar plate,,,12,16915,r1 alar plate,11335,5,/15564/15565/16808/16809/16915/16919/,2400723800,8390
110,r5B,,2C86CC,5,False,734881840,17,1869,3,17250,r5 basal plate,,,12,17221,r5 basal plate,11769,5,/15564/15565/16808/17220/17221/17250/,3341391752,8390
111,v_r3F,,682EB3,5,False,734881840,17,2644,3,126651870,"ventricles, r3 floor plate",,,12,126651854,ventricles r3 floor plate,12544,5,/15564/126651558/126651782/126651850/126651854/126651870/,4131710825,8390
112,v_r3B,,7635CC,5,False,734881840,17,2643,3,126651866,"ventricles, r3 basal plate",,,12,126651854,ventricles r3 basal plate,12543,5,/15564/126651558/126651782/126651850/126651854/126651866/,3690748831,8390
113,v_r8F,,379886,5,False,734881840,17,2671,3,126651978,"ventricles, r8 floor plate",,,12,126651962,ventricles r8 floor plate,12571,5,/15564/126651558/126651782/126651938/126651962/126651978/,294475978,8390
114,v_r6R,,8BCCFF,5,False,734881840,17,2657,3,126651922,"ventricles, r6 roof plate",,,12,126651918,ventricles r6 roof plate,12557,5,/15564/126651558/126651782/126651894/126651918/126651922/,3726620327,8390
115,p3B,,CCC383,6,False,734881840,17,821,3,16353,basal plate of p3,,,12,16352,basal plate of p3,10721,5,/15564/15565/15566/16308/16309/16352/16353/,1455456258,8390
116,r2A,,EE80FF,5,False,734881840,17,1565,3,17025,r2 alar plate,,,12,17023,r2 alar plate,11465,5,/15564/15565/16808/16809/17023/17025/,4169593256,8390
117,r11A,,BFD9BF,5,False,734881840,17,2324,3,17598,r11 alar plate,,,12,17596,r11 alar plate,12224,5,/15564/15565/16808/17352/17596/17598/,1519490704,8390
118,v_p3R,,FFF9C7,6,False,734881840,17,2588,3,126651646,"ventricles, roof plate of p3",,,12,126651642,ventricles roof plate of p3,12488,5,/15564/126651558/126651562/126651634/126651638/126651642/126651646/,1583001704,8390
119,v_r10B,,74AE99,5,False,734881840,17,2680,3,126652014,"ventricles, r10 basal plate",,,12,126652002,ventricles r10 basal plate,12580,5,/15564/126651558/126651782/126651938/126652002/126652014/,878836753,8390
120,r11B,,89AE99,5,False,734881840,17,2357,3,17620,r11 basal plate,,,12,17596,r11 basal plate,12257,5,/15564/15565/16808/17352/17596/17620/,2465873449,8390
121,isR,,F38BFF,5,False,734881840,17,1311,3,16811,isthmic roof plate,,,12,16810,isthmic roof plate,11211,5,/15564/15565/16808/16809/16810/16811/,2195134334,8390
122,v_m2B,,00A700,5,False,734881840,17,2620,3,126651774,"ventricles, m2 basal plate",,,12,126651770,ventricles m2 basal plate,12520,5,/15564/126651558/126651722/126651754/126651770/126651774/,910953088,8390
123,v_r9A,,75D9BF,5,False,734881840,17,2674,3,126651990,"ventricles, r9 alar plate",,,12,126651982,ventricles r9 alar plate,12574,5,/15564/126651558/126651782/126651938/126651982/126651990/,3750003991,8390
124,v_isF,,A427B3,5,False,734881840,17,2628,3,126651806,"ventricles, isthmic floor plate",,,12,126651790,ventricles isthmic floor plate,12528,5,/15564/126651558/126651782/126651786/126651790/126651806/,2569730692,8390
125,r7A,,12D9B9,5,False,734881840,17,2003,3,17355,r7 alar plate,,,12,17353,r7 alar plate,11903,5,/15564/15565/16808/17352/17353/17355/,1613072056,8390
126,r2R,,F3A4FF,5,False,734881840,17,1564,3,17024,r2 roof plate,,,12,17023,r2 roof plate,11464,5,/15564/15565/16808/16809/17023/17024/,2341035369,8390
127,r6F,,4181B3,5,False,734881840,17,1994,3,17351,r6 floor plate,,,12,17290,r6 floor plate,11894,5,/15564/15565/16808/17220/17290/17351/,1465599920,8390
128,v_SpR,,EBE3D5,3,False,734881840,17,2688,3,126652046,"ventricles, SpC roof plate",,,12,126652042,ventricles SpC roof plate,12588,5,/15564/126651558/126652042/126652046/,1840244592,8390
129,v_r1B,,BE4ACC,5,False,734881840,17,2632,3,126651822,"ventricles, r1 basal plate",,,12,126651810,ventricles r1 basal plate,12532,5,/15564/126651558/126651782/126651786/126651810/126651822/,3147886292,8390
130,v_p2B,,CCBE50,6,False,734881840,17,2598,3,126651686,"ventricles, basal plate of p2",,,12,126651682,ventricles basal plate of p2,12498,5,/15564/126651558/126651562/126651634/126651666/126651682/126651686/,4207530624,8390
131,v_p2R,,FFF9CB,6,False,734881840,17,2595,3,126651674,"ventricles, roof plate of p2 (epithalamic roofplate)",,,12,126651670,ventricles roof plate of p2 (epithalamic roofplate),12495,5,/15564/126651558/126651562/126651634/126651666/126651670/126651674/,1076889591,8390
132,v_p1A,,FFE524,6,False,734881840,17,2603,3,126651706,"ventricles, alar plate of p1",,,12,126651698,ventricles alar plate of p1,12503,5,/15564/126651558/126651562/126651634/126651694/126651698/126651706/,3521357981,8390
133,v_SpF,,D4CCC0,3,False,734881840,17,2691,3,126652058,"ventricles, SpC floor plate",,,12,126652042,ventricles SpC floor plate,12591,5,/15564/126651558/126652042/126652058/,4084179804,8390
134,SpA,,EBE3D5,3,False,734881840,17,2399,3,17653,SpC alar plate,,,12,17651,SpC alar plate,12299,5,/15564/15565/17651/17653/,2727368827,8390
135,r11F,,789886,5,False,734881840,17,2391,3,17650,r11 floor plate,,,12,17596,r11 floor plate,12291,5,/15564/15565/16808/17352/17596/17650/,3208807135,8390
136,v_PHyA,,DF7257,6,False,734881840,17,2582,3,126651622,"ventricles, alar part of peduncular hypothalamus",,,12,126651618,ventricles alar part of peduncular hypothalamus,12482,5,/15564/126651558/126651562/126651566/126651602/126651618/126651622/,2021337351,8390
137,v_m1A,,17B317,5,False,734881840,17,2611,3,126651738,"ventricles, alar plate of m1",,,12,126651730,ventricles alar plate of m1,12511,5,/15564/126651558/126651722/126651726/126651730/126651738/,781173889,8390
138,PHyA,,DF7257,6,False,734881840,17,677,3,16212,alar part of peduncular hypothalamus,,,12,16211,alar part of peduncular hypothalamus,10577,5,/15564/15565/15566/15567/15738/16211/16212/,4011149959,8390
