,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
0,r2,,EE80FF,4,False,734881840,17,1563,3,17023,rhombomere 2,,,12,16809,rhombomere 2,11463,3,/15564/15565/16808/16809/17023/,209911034,8390
1,r5,,37A7FF,4,False,734881840,17,1826,3,17221,rhombomere 5,,,12,17220,rhombomere 5,11726,3,/15564/15565/16808/17220/17221/,2464573785,8390
2,v_m2,,00D100,3,False,734881840,17,2615,3,126651754,"ventricles, mesomere 2 (preisthmus or caudal midbrain)",,,12,126651722,ventricles mesomere 2 (preisthmus or caudal midbrain),12515,3,/15564/126651558/126651722/126651754/,3602660965,8390
3,r4,,9E63FF,4,False,734881840,17,1741,3,17156,rhombomere 4,,,12,17092,rhombomere 4,11641,3,/15564/15565/16808/17092/17156/,3856751055,8390
4,v_r7,,12D9B9,4,False,734881840,17,2662,3,126651942,"ventricles, rhombomere 7",,,12,126651938,ventricles rhombomere 7,12562,3,/15564/126651558/126651782/126651938/126651942/,1610390080,8390
5,v_r11,,BFD9BF,4,False,734881840,17,2682,3,126652022,"ventricles, rhombomere 11",,,12,126651938,ventricles rhombomere 11,12582,3,/15564/126651558/126651782/126651938/126652022/,2735076667,8390
6,v_p2,,FFF189,4,False,734881840,17,2593,3,126651666,"ventricles, prosomere 2",,,12,126651634,ventricles prosomere 2,12493,3,/15564/126651558/126651562/126651634/126651666/,1104553984,8390
7,r11,,BFD9BF,4,False,734881840,17,2322,3,17596,rhombomere 11,,,12,17352,rhombomere 11,12222,3,/15564/15565/16808/17352/17596/,4120192394,8390
8,v_r9,,75D9BF,4,False,734881840,17,2672,3,126651982,"ventricles, rhombomere 9",,,12,126651938,ventricles rhombomere 9,12572,3,/15564/126651558/126651782/126651938/126651982/,3091511111,8390
9,v_r4,,9E63FF,4,False,734881840,17,2645,3,126651874,"ventricles, rhombomere 4",,,12,126651850,ventricles rhombomere 4,12545,3,/15564/126651558/126651782/126651850/126651874/,3337997306,8390
10,v_r6,,5DB8FF,4,False,734881840,17,2656,3,126651918,"ventricles, rhombomere 6",,,12,126651894,ventricles rhombomere 6,12556,3,/15564/126651558/126651782/126651894/126651918/,687581910,8390
11,v_p3,,FFF9C7,4,False,734881840,17,2586,3,126651638,"ventricles, prosomere 3",,,12,126651634,ventricles prosomere 3,12486,3,/15564/126651558/126651562/126651634/126651638/,919672982,8390
12,p3,,FFF9C7,4,False,734881840,17,774,3,16309,prosomere 3,,,12,16308,prosomere 3,10674,3,/15564/15565/15566/16308/16309/,4213477985,8390
13,v_r10,,91D9BF,4,False,734881840,17,2677,3,126652002,"ventricles, rhombomere 10",,,12,126651938,ventricles rhombomere 10,12577,3,/15564/126651558/126651782/126651938/126652002/,3556951469,8390
14,v_RSP,,A84D10,4,False,734881840,17,2569,3,126651570,"ventricles, rostral secondary prosencephalon",,,12,126651566,ventricles rostral secondary prosencephalon,12469,3,/15564/126651558/126651562/126651566/126651570/,3943852489,8390
15,m2,,00D100,3,False,734881840,17,1239,3,16751,mesomere 2 (preisthmus or caudal midbrain),,,12,16649,mesomere 2 (preisthmus or caudal midbrain),11139,3,/15564/15565/16649/16751/,893061477,8390
